ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation,Response_D,D_Relational_Alignment,D_Indirectness,D_Facesaving,D_Cultural_Appropriateness,D_Directness_Threat,D_Hierarchy_Violation
1,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ کھانے کے دوران میزبان آپ کو مزید سالن پیش کرتا ہے۔,اور سالن لے لیجیے، ابھی گرم ہے۔,آپ کی بڑی مہربانی، واقعی بہت مزیدار تھا، مگر اب بالکل گنجائش نہیں رہی۔,,,,,,,"""میزبانی، بہت شکری۔""",,,,,,,"""جی، شکر ہو۔ آپ کی مہربانی کا شکریہ!""",,,,,,,"""میزبان جان، میں اسے بہت میلے۔ آپ کی مہربانی کو بہت شکری",,,,,,,"""شکریہ، مگر میں نے ابھی کافی کھا لیا ہے۔ آپ کا بہت شکریہ!""",,,,,,
2,دوست,دوست,Low,آپ اپنے دوست کے گھر ملاقات کے لیے گئے ہیں۔ گفتگو کے دوران آپ کا دوست آپ کو مزید چائے پیش کرتا ہے۔,اور چائے بنوا دوں؟,نہیں یار، تم نے پہلے ہی بہت خاطر داری کر لی ہے، مزید زحمت نہ کرو۔,,,,,,,"""شکریہ، مگر مجھے ابھی جانا ہے۔""",,,,,,,"""جی، آج تک کافی کیا ہے، چائے بنایا کروں گا۔""",,,,,,,"""نہیں یار، کافی ہے، تمہاری مہمان نوازی کا شکریہ!""",,,,,,,"""بھائی، میں بھی چائے پیں گا۔ مزید بھی بنائیں۔""",,,,,,
3,ساس,بہو,High,آپ گھر میں کھانے کی میز پر موجود ہیں۔ کھانے کے دوران آپ کی ساس آپ کو مزید روٹی پیش کرتی ہیں۔,بیٹا، اور روٹی لے لو۔,جی امی جان، بہت شکریہ، مگر واقعی اب مزید گنجائش نہیں رہی۔,,,,,,,"""شکریہ ساس جی، میں نے ابھی کافی کھا لیا ہے، آپ فکر نہ کریں۔""",,,,,,,"""ساسی، آپ کی بہت مہربانی، مگر مجھے یقین ہے کہ میں نے ک",,,,,,,"""جی ساسی، ابھی کافی ہو گیا، بس یہی کافی ہے۔""",,,,,,,"""مамا جان، اور کیا پیسکے ہے؟ میں ایک چھوٹی سی روٹی بھ",,,,,,
4,بزرگ,نوجوان,High,آپ ایک بزرگ رشتہ دار سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنی کتاب رکھنے کی پیشکش کرتے ہیں۔,یہ کتاب اپنے پاس رکھ لو، تمہارے کام آئے گی۔,آپ کی بہت مہربانی، مگر فی الحال میرے پاس اس موضوع کی کتاب موجود ہے، پھر بھی آپ کا بہت شکریہ۔,,,,,,,"""بزرگ صاحب، آپ کی بہت مہربانی، لیکن مجھے یہ کتاب ضرurat نہیں ہ�",,,,,,,"""جی بزرگ، بہت شکریہ۔ مگر مجھے یقین نہیں کہ اس کتاب کے لیے",,,,,,,"""بہت شکریہ، آپ کی مہربانی ہے، مگر میں اسے آپ کے پاس ہی رہنے دوں گا۔""",,,,,,,"""بزرگ جان، میں اس کتاب کو ملائیں گا۔ آپ کی پیشکش کو بھی ش",,,,,,
5,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ کھانے کے بعد میزبان آپ کو مزید میٹھا پیش کرتا ہے۔,اور میٹھا لے لیجیے۔,آپ کی بہت مہربانی، میٹھا بہت اچھا تھا، مگر اب مزید نہیں کھا سکوں گا، شکریہ۔,,,,,,,"""شکر ہوے، آپ کی مہربانی کا شکریہ۔""",,,,,,,"""میزبانی، بہت شکری۔ میٹھا لے کر بہت اچھا لطف اندوز ہوا۔""",,,,,,,"""بہت شکریہ، مگر میں نے کافی کھا لیا ہے۔""",,,,,,,"""شکریہ میزبان جان، لیں مگر میں اسے نہیں پائmant کر سکتا۔""",,,,,,
6,استاد,طالب علم,Medium,آپ کےاستاد سبق ختم ہونے کے بعد اضافی رہنمائی کی پیشکش کر رہے ہیں۔,اگر کسی حصے میں مشکل ہو تو میں مزید وضاحت کر سکتا ہوں۔,بہت شکریہ سر، فی الحال میں خود کوشش کر لیتا ہوں، ضرورت ہوئی تو ضرور رہنمائی لوں گا۔,,,,,,,"""جی، مزید وضاحت کیا جا سکتا ہے۔ ممنون ہوں کہ آپ کی مہربانی",,,,,,,"""سر، آپ کی مہربانی، مگر میں نے سب سمجھ لیا ہے۔ شکریہ!""",,,,,,,"""جی سر، اگر ضرورت ہو تو ضرور بتائیے، میں سمجھنے کی کوشش کروں گا۔",,,,,,,"""جی سر، میں نے کچھ حصے میں مشکلات کا سامنا کیا۔ آپ کی مزید وضاحت سے ب�",,,,,,
7,خالہ,بھانجا,High,آپ اپنی خالہ سے ملاقات کے بعد واپسی کی تیاری کر رہے ہیں۔ روانگی کے وقت وہ آپ کو رات رکنے کی پیشکش کرتی ہیں۔,رات یہیں رک جاؤ، صبح چلے جانا۔,خالہ جان، آپ کی بہت مہربانی، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,"""خالہ، آپ کی مہربانی، مگر مجھے آج ہی واپس جانا ہے۔ ان شاء اللہ جلدی ملاقات ہوگی۔""",,,,,,,"""خالہ جان، آپ کی بہت مہربانی، لیکن میں چاہتا ہوں کہ واپ",,,,,,,"""خالہ جان، آپ کی بہت مہربانی، مگر میں صبح چلنا چاہتا ہوں",,,,,,,"""خالہ جان، میں اپنا گھر رکنے کی نیکات ہوں۔ صبح واپس آں",,,,,,
8,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی نے آپ کی سہولت کے لیے بازار سے کچھ لانے کی پیشکش کی ہے۔,اگر آپ چاہیں تو میں بازار سے آپ کے لیے کچھ لے آؤں۔,آپ کی بہت مہربانی، لیکن میں خود انتظام کر لوں گا۔,,,,,,,"""بھتیجا جان، میں اپنے صحتی سے لے آتا ہوں، لیکن آپ کی پی",,,,,,,"""شکریہ بھائی، مگر مجھے کچھ نہیں چاہیے۔ آپ کی مہربانی کا بہت شکریہ!""",,,,,,,"""شکر ہوے، آپ کی بہت مہربانی، لیکن میں نے پہلے ہی",,,,,,,"""شکریہ، مگر آپ زحمت نہ کریں۔ میں بازار خود جا کر خریداری کر لوں گا۔""",,,,,,
9,دوست,دوست,Low,آپ اپنے دوست کے ساتھ وقت گزار رہے ہیں۔ کچھ دیر کھیلنے کے بعد وہ ایک اور گیم کھیلنے کی تجویز دیتا ہے۔,چل یار، ایک اور گیم کھیل لیتے ہیں۔,یار دل تو ہے، لیکن اب کافی دیر ہو گئی ہے، پھر کبھی آرام سے کھیلیں گے۔,,,,,,,"""کیوں نہیں! یہ تو مزے کا ہوگا، چلو شروع کرتے ہیں!""",,,,,,,"""جی، بس اب کافی ہو گیا، کچھ دیر آرام کر لے!"" (Answered by User Role: دوست)
""شکر گزار",,,,,,,"""جی یار، کھیلتے ہیں، لیکن پہلے کھانے کا بندوبست کرو، پ",,,,,,,"""جبکہ آپ کے ہوا ہوں، چلیں یار، ایک اور گیم کھیلنے ک",,,,,,
10,ماموں,بھانجی,High,آپ اپنے ماموں سے ملاقات کے بعد واپس جا رہی ہیں۔ روانگی کے وقت وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم بھی رکھ لو، کبھی ضرورت پڑ سکتی ہے۔,ماموں جان، آپ کی شفقت میرے لیے کافی ہے۔,,,,,,,"""مамوں جان، اس رقم کو میں ہمیشہ بھر کر رکھتا ہوں، آپ کی",,,,,,,"""ماموں، آپ کی مہربانی کا بہت شکریہ، مگر مجھے واقعی ضرورت نہیں ہے۔""",,,,,,,"""جی ماموں، آپ کی بہت مہربانی، یہ رقم ضرور رکھ لوں گی۔""",,,,,,,"""ماموں جان، آپ کی بہت مہربانی، مگر میں نے پہلے ہی اپن�",,,,,,
