ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
1,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ کھانے کے دوران میزبان آپ کو مزید سالن پیش کرتا ہے۔,اور سالن لے لیجیے، ابھی گرم ہے۔,آپ کی بڑی مہربانی، واقعی بہت مزیدار تھا، مگر اب بالکل گنجائش نہیں رہی۔,,,,,,,بہت شکریہ! آج مجھے بہت یہی کافی ہے۔ آپ کی مہربانی اپ,,,,,,,بہت شکریہ، ابھی آئندہ میں لے لوں گا۔,,,,,,,سر، اگر تمہاری بہت ہے تو میرے لیے یہی تھی۔ آرام کریں، میں,,,,,,
2,دوست,دوست,Low,آپ اپنے دوست کے گھر ملاقات کے لیے گئے ہیں۔ گفتگو کے دوران آپ کا دوست آپ کو مزید چائے پیش کرتا ہے۔,اور چائے بنوا دوں؟,نہیں یار، تم نے پہلے ہی بہت خاطر داری کر لی ہے، مزید زحمت نہ کرو۔,,,,,,,بہت شکریہ! آپ فکر نہ کریں، یار۔ मیں آسانی سے یہیں چ,,,,,,,جی، اباری۔ اس سے زائد نہیں۔ آپ کی مہربانی اپنی جگہ، مگر میں دوب,,,,,,,بہت مبارک ہو۔ آج سارا کام مکمل کر کے آ گيا، اس کے لیے یہ چائ�,,,,,,
3,ساس,بہو,High,آپ گھر میں کھانے کی میز پر موجود ہیں۔ کھانے کے دوران آپ کی ساس آپ کو مزید روٹی پیش کرتی ہیں۔,بیٹا، اور روٹی لے لو۔,جی امی جان، بہت شکریہ، مگر واقعی اب مزید گنجائش نہیں رہی۔,,,,,,,سسر، یار، ابھی میں کافی کھا چکا ہوں، اس لیے مزید روٹی نہی�,,,,,,,سر، یار! یہی کافی ہے، اپ نے بھی پہلے میں سے ڈھونڈی۔,,,,,,,جی ساسی، اب تک کی بات تم آری ہے۔,,,,,,
4,بزرگ,نوجوان,High,آپ ایک بزرگ رشتہ دار سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنی کتاب رکھنے کی پیشکش کرتے ہیں۔,یہ کتاب اپنے پاس رکھ لو، تمہارے کام آئے گی۔,آپ کی بہت مہربانی، مگر فی الحال میرے پاس اس موضوع کی کتاب موجود ہے، پھر بھی آپ کا بہت شکریہ۔,,,,,,,جی، اس کے واقعی فائدے ہیں۔ آپ کی بہت شکریہ۔,,,,,,,سر، آپ کی بہت مہربانی، مگر میں رکھ لوں گا، اگر ضرورت پڑی تو ضرور ل�,,,,,,,سر، آپ کی بہت مہربانی، مگر معذرت چاہتی ہوں۔ میں زحمت ن�,,,,,,
5,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ کھانے کے بعد میزبان آپ کو مزید میٹھا پیش کرتا ہے۔,اور میٹھا لے لیجیے۔,آپ کی بہت مہربانی، میٹھا بہت اچھا تھا، مگر اب مزید نہیں کھا سکوں گا، شکریہ۔,,,,,,,بہت شکریہ! اس سے میرا دل یار، اب进一步 نہیں چاہئے۔ آپ کی م,,,,,,,شکریہ میزبان سIR، بس آگے چلوں گا۔,,,,,,,بہت مبارک ہو۔ آئندہ ضرور دیتا ہوں گا۔,,,,,,
6,استاد,طالب علم,Medium,آپ کےاستاد سبق ختم ہونے کے بعد اضافی رہنمائی کی پیشکش کر رہے ہیں۔,اگر کسی حصے میں مشکل ہو تو میں مزید وضاحت کر سکتا ہوں۔,بہت شکریہ سر، فی الحال میں خود کوشش کر لیتا ہوں، ضرورت ہوئی تو ضرور رہنمائی لوں گا۔,,,,,,,سر، میں آپ کی پیش کش اپنی رہنمائی کے لیے بہت شکریہ! اگر میں نے کچ,,,,,,,ارے، اگر آپ کی بہت ہو تو میں سنبھال لوں گا، ابھی فکر نہ ک,,,,,,,جی، اگر آپ چاہیں تو میں مزید وضاحت کر سکتا ہوں۔ آئندہ وقت ضرورت,,,,,,
7,خالہ,بھانجا,High,آپ اپنی خالہ سے ملاقات کے بعد واپسی کی تیاری کر رہے ہیں۔ روانگی کے وقت وہ آپ کو رات رکنے کی پیشکش کرتی ہیں۔,رات یہیں رک جاؤ، صبح چلے جانا۔,خالہ جان، آپ کی بہت مہربانی، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,بہت شکریہ چیज! تمہاری بہت مہربانی۔ آئندہ بھی رک لو، یار,,,,,,,خالہ جان، اس کی بہت مہربانی، مگر میں معذرت چاہتا ہوں، می�,,,,,,,خالہ جان، آپ کی مہربانی اپنی جگہ، مگر میں آپ کی فکر کرنے پر زحمت نہی,,,,,,
8,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی نے آپ کی سہولت کے لیے بازار سے کچھ لانے کی پیشکش کی ہے۔,اگر آپ چاہیں تو میں بازار سے آپ کے لیے کچھ لے آؤں۔,آپ کی بہت مہربانی، لیکن میں خود انتظام کر لوں گا۔,,,,,,,بہت شکریہ! آپ کی مہربانی اپنی جگہ، مگر معذرت چاہتی ہوں،,,,,,,,بہت شکریہ! تمہاری بہت مہربانی۔ آپ فکر نہ کریں، ابھی ٹ,,,,,,,بہت مہربانی، آپ زحمت نہ کریں۔ میں سارا کام خود مکمل کر لوں گا، اگر ضر,,,,,,
9,دوست,دوست,Low,آپ اپنے دوست کے ساتھ وقت گزار رہے ہیں۔ کچھ دیر کھیلنے کے بعد وہ ایک اور گیم کھیلنے کی تجویز دیتا ہے۔,چل یار، ایک اور گیم کھیل لیتے ہیں۔,یار دل تو ہے، لیکن اب کافی دیر ہو گئی ہے، پھر کبھی آرام سے کھیلیں گے۔,,,,,,,بہت مبارک ہو۔ پہلے کے سے کھیل سے بہتر میں کھیل,,,,,,,بہت شکریہ یار! آپہمرد، یہی معاملہ بھول لو۔,,,,,,,شکریہ یار، تماری تجویز قبول۔ چلو، ابھی ایک اور گیم کھیلتے ہیں,,,,,,
10,ماموں,بھانجی,High,آپ اپنے ماموں سے ملاقات کے بعد واپس جا رہی ہیں۔ روانگی کے وقت وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم بھی رکھ لو، کبھی ضرورت پڑ سکتی ہے۔,ماموں جان، آپ کی شفقت میرے لیے کافی ہے۔,,,,,,,مامو جان، آپ کی بہت مہربانی، مگر ابھی میں گھر پر رک جاؤں گی اور اپنی,,,,,,,ماموں جان، میں سارا کام سنبھال لوں گی، آپ فکر نہ کریں۔ اگر ضرورت پڑی تو ضر,,,,,,,آنے کے لیے بہت شکریہ۔ آپ کی رہنمائی میں سارا دل سے، فکر ن,,,,,,
