ID,User_Role,Model_Role,Power_Distance,Context,User_Utterance,Gold_Response,Gold_Relational_Alignment,Gold_Indirectness,Gold_Facesaving,Gold_Cultural_Appropriateness,Gold_Directness_Threat,Gold_Hierarchy_Violation,Response_A,A_Relational_Alignment,A_Indirectness,A_Facesaving,A_Cultural_Appropriateness,A_Directness_Threat,A_Hierarchy_Violation,Response_B,B_Relational_Alignment,B_Indirectness,B_Facesaving,B_Cultural_Appropriateness,B_Directness_Threat,B_Hierarchy_Violation,Response_C,C_Relational_Alignment,C_Indirectness,C_Facesaving,C_Cultural_Appropriateness,C_Directness_Threat,C_Hierarchy_Violation
1,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ کھانے کے دوران میزبان آپ کو مزید سالن پیش کرتا ہے۔,اور سالن لے لیجیے، ابھی گرم ہے۔,آپ کی بڑی مہربانی، واقعی بہت مزیدار تھا، مگر اب بالکل گنجائش نہیں رہی۔,,,,,,,سر، بہت شکریہ، مگر مجھے کافی تکمیل ہو گئی ہے۔ آپ کی اچھ,,,,,,,بہت شکریہ، بس ختم ہو گیا ہے۔,,,,,,,سر، بس یہ کام ہے گر اگر ان شاء اللہ بہت شکریہ، حال میں ضرور,,,,,,
2,دوست,دوست,Low,آپ اپنے دوست کے گھر ملاقات کے لیے گئے ہیں۔ گفتگو کے دوران آپ کا دوست آپ کو مزید چائے پیش کرتا ہے۔,اور چائے بنوا دوں؟,نہیں یار، تم نے پہلے ہی بہت خاطر داری کر لی ہے، مزید زحمت نہ کرو۔,,,,,,,سر، بس کام ہو جائے تو ان شاء اللہ پڑھ لوں۔,,,,,,,جی یار، بس کام مکمل کر لوں، پھر چائے بنوا لیتا ہوں۔ (جی بالکل درست �,,,,,,,جی یار، چائے بنوا لوں!,,,,,,
3,ساس,بہو,High,آپ گھر میں کھانے کی میز پر موجود ہیں۔ کھانے کے دوران آپ کی ساس آپ کو مزید روٹی پیش کرتی ہیں۔,بیٹا، اور روٹی لے لو۔,جی امی جان، بہت شکریہ، مگر واقعی اب مزید گنجائش نہیں رہی۔,,,,,,,ابّا جان، بہت شکریہ، مگر مجھے کافی کام سنڈار کرنا ہے۔ آپ کی محبت ک,,,,,,,ابّی، تمہارا ضروری نہیں ہے، ان شاء اللہ بس یہ کافی ہے۔,,,,,,,ابّا جان، بس ختم ہو گیا، نہیں تو مزید رہنے دیجیے۔,,,,,,
4,بزرگ,نوجوان,High,آپ ایک بزرگ رشتہ دار سے ملاقات کر رہے ہیں۔ گفتگو کے دوران وہ آپ کو اپنی کتاب رکھنے کی پیشکش کرتے ہیں۔,یہ کتاب اپنے پاس رکھ لو، تمہارے کام آئے گی۔,آپ کی بہت مہربانی، مگر فی الحال میرے پاس اس موضوع کی کتاب موجود ہے، پھر بھی آپ کا بہت شکریہ۔,,,,,,,جی سر، یہ کتاب میرے پاس رکھ لیتا ہوں، ان شاء اللہ میں کام آؤں,,,,,,,ابو، بہت شکریہ، مگر بس یہ ملاقات ختم ہونے والی ہے، تو می�,,,,,,,جی سر، بہت شکریہ، مگر مجھے اس وقت دیگر ضروری امور دھیان میں لانا ہوں گا,,,,,,
5,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ کھانے کے بعد میزبان آپ کو مزید میٹھا پیش کرتا ہے۔,اور میٹھا لے لیجیے۔,آپ کی بہت مہربانی، میٹھا بہت اچھا تھا، مگر اب مزید نہیں کھا سکوں گا، شکریہ۔,,,,,,,جی سر، بہت شکریہ! یہ تو آپ کی اچھی خدمت کا زیادہ حصہ رہ گیا، برا�,,,,,,,بہت شکریہ! ان شاء اللہ مگر کچھ نہ لیتا، تمہاری محبت کا بے حد شکر,,,,,,,بہت شکریہ، بس ختم ہو گیا۔,,,,,,
6,استاد,طالب علم,Medium,آپ کےاستاد سبق ختم ہونے کے بعد اضافی رہنمائی کی پیشکش کر رہے ہیں۔,اگر کسی حصے میں مشکل ہو تو میں مزید وضاحت کر سکتا ہوں۔,بہت شکریہ سر، فی الحال میں خود کوشش کر لیتا ہوں، ضرورت ہوئی تو ضرور رہنمائی لوں گا۔,,,,,,,جی سر، یہ ضروری نہیں ہے کہ آپ اس وقت تک پوچھنے دیکھیں،,,,,,,,بہت شکریہ سر، ان شاء اللہ میری ضرور تھی۔ آئندہ میری کام کا بہتر,,,,,,,جی سر، بہت شکریہ! بس سبق مکمل ہو گیا، اگر کوئی حصہ سمجھ میں نہ,,,,,,
7,خالہ,بھانجا,High,آپ اپنی خالہ سے ملاقات کے بعد واپسی کی تیاری کر رہے ہیں۔ روانگی کے وقت وہ آپ کو رات رکنے کی پیشکش کرتی ہیں۔,رات یہیں رک جاؤ، صبح چلے جانا۔,خالہ جان، آپ کی بہت مہربانی، لیکن گھر پر میرا انتظار ہو رہا ہے، ان شاء اللہ پھر کسی دن زیادہ وقت گزاروں گا۔,,,,,,,جی مامा، ضروری نہیں، براہِ کرم میرا بچھادہ بڑھانے دیجیے۔,,,,,,,ابو، آپ کی محبت کا بے حد شکریہ، مگر میں ضرور چلا جاؤں گا، بس یہ کام,,,,,,,جی خالہ، بہت شکریہ، مگر میں آج کل کا کام مکمل کر لوں، پھر کچھ د,,,,,,
8,پڑوسی,پڑوسی,Medium,آپ کے پڑوسی نے آپ کی سہولت کے لیے بازار سے کچھ لانے کی پیشکش کی ہے۔,اگر آپ چاہیں تو میں بازار سے آپ کے لیے کچھ لے آؤں۔,آپ کی بہت مہربانی، لیکن میں خود انتظام کر لوں گا۔,,,,,,,ضرور یار، تمہارا بہت شکریہ! بس کام مکمل ہو گیا، تمہارا بہت شکری�,,,,,,,نہیں بہت شکریہ، ان شاء اللہ میری ضروریات مکمل ہوں، اگر کوئ,,,,,,,نہیں یار، شکریہ! بس یہ کام مکمل ہو گیا، تو میں بھی کچھ لیت,,,,,,
9,دوست,دوست,Low,آپ اپنے دوست کے ساتھ وقت گزار رہے ہیں۔ کچھ دیر کھیلنے کے بعد وہ ایک اور گیم کھیلنے کی تجویز دیتا ہے۔,چل یار، ایک اور گیم کھیل لیتے ہیں۔,یار دل تو ہے، لیکن اب کافی دیر ہو گئی ہے، پھر کبھی آرام سے کھیلیں گے۔,,,,,,,یار، بس تقریباً ختم ہو گیا، ایک اور گیم تو کھیل لیجیے!,,,,,,,اب یار، ان شاء اللہ بہتر گیم کھیل لوں۔,,,,,,,بہت شکریہ یار، بس کام مکمل کر لوں، پھر ایک اور گیم کھیل لیتے ہی,,,,,,
10,ماموں,بھانجی,High,آپ اپنے ماموں سے ملاقات کے بعد واپس جا رہی ہیں۔ روانگی کے وقت وہ آپ کو کچھ رقم دینے کی پیشکش کرتے ہیں۔,یہ رقم بھی رکھ لو، کبھی ضرورت پڑ سکتی ہے۔,ماموں جان، آپ کی شفقت میرے لیے کافی ہے۔,,,,,,,ابّا جان، آپ کی دعائیں ہوں، نہ تو میں اس رقم کا محتاج ہوں اور ن,,,,,,,ماموں جان، آپ کی محبت کا بے حد شکریہ، مگر مجھے اس کی تکلیف نہیں کرنی,,,,,,,ابّی یار، ضرور کر لو، مگر امید ہے نہیں پڑنا چاہیے۔,,,,,,
11,میزبان,مہمان,Medium,آپ ایک دعوت میں مہمان ہیں۔ ملاقات کے اختتام پر میزبان آپ کی مزید خدمت کی پیشکش کرتا ہے۔,اور کچھ چاہیے ہو تو بتائیے گا۔,بہت شکریہ، آپ نے پہلے ہی بہت عزت اور توجہ دی ہے، مزید کسی چیز کی ضرورت نہیں اب اجازت دیجیے۔,,,,,,,جی سر، بس یہ کام میری طرف سے نہیں چاہیے ہے، براہِ کرم ض,,,,,,,بہت شکریہ، بس ختم ہو گیا، ان شاء اللہ پھر ملنے کی امید ہے�,,,,,,,جی سر، بہت شکریہ! یہ آپ کی اچھی تربیت اور مہمان نوازی کا نتیجہ �,,,,,,
12,دوست,دوست,Low,آپ اپنے دوست سے ملاقات کر رہے ہیں۔ بات چیت کے دوران وہ آپ کو اپنے ساتھ جم جانے کی پیشکش کرتا ہے۔,چل یار، میرے ساتھ جم چل۔,یار، آج تو نہیں ہو پائے گا، لیکن کسی دن ضرور چلیں گے۔,,,,,,,جی میری اگر کام نہ نکل آؤس دھیان میں رہ لوٹ رہا ہوں۔,,,,,,,"جی سر، بس کام مکمل کر لوں، پھر تمہارا ساتھ دیتا ہوں۔
بہت شکری",,,,,,,یار، بس ختم ہو گیا، میری طرف دیکھ، تمہارا بہت شکریہ۔,,,,,,
